Scope	Category	Source	Domain	Date
Global	Environment	https://www.theguardian.com/environment/2017/nov/27/controversial-glyphosate-weedkiller-wins-new-five-year-lease-in-europe	www.theguardian.com	2017-11-27
Global	Business and Economy	https://www.cnet.com/news/apple-iphone-slowdown-sparks-fraud-lawsuit/; http://www.businessinsider.com/two-class-action-lawsuits-apple-iphone-throttling-2017-12	www.cnet.com; www.businessinsider.com	2017-12-22
Global	International Relations	https://www.reuters.com/article/us-northkorea-missiles/north-korea-says-new-u-n-sanctions-an-act-of-war-idUSKBN1EI03D	www.reuters.com	2017-12-24
Global	Art and Culture	http://edition.cnn.com/2017/12/27/politics/barack-obama-hillary-clinton-gallup/index.html	www.edition.cnn.com	2017-12-28
Global	Art and Culture	http://www.dw.com/en/iran-bans-english-lessons-in-primary-school/a-42057485	www.dw.com	2018-01-07
Global	Disaster and Accidents	https://www.bbc.co.uk/news/uk-42749583	www.bbc.co.uk	2018-01-17
Global	Sport	http://profootballtalk.nbcsports.com/2018/01/21/hello-super-bowl-underdog-eagles-dominate-vikings-38-7/	www.profootballtalk.nbcsports.com	2018-01-21
Global	Conflicts and Attacks	https://www.reuters.com/article/us-ethiopia-violence/weekend-clashes-during-ethiopia-religious-festival-leave-seven-dead-idUSKBN1FB25N	www.reuters.com	2018-01-22
Global	International Relations	http://kw.knack.be/west-vlaanderen/nieuws/criminaliteit/nederland-levert-verdachte-steekpartij-niet-uit-omwille-van-reputatie-belgische-gevangenissen/article-normal-299797.html; https://www.hln.be/nieuws/binnenland/lamentabele-toestanden-in-belgische-gevangenissen-nederland-wil-verdachte-van-dodelijke-steekpartij-op-markt-in-brugge-niet-overleveren~a7aa616b	www.kw.knack.be; www.hln.be	2018-02-08
Global	Science and Technology	http://wgntv.com/2018/03/04/scientists-find-huge-secret-colony-of-penguins/	www.wgntv.com	2018-03-04
Global	Environment	https://www.bbc.com/news/world-43297085; https://www.voanews.com/a/indian-child-brides-decrease/4282162.html	www.bbc.com; www.voanews.com	2018-03-05
Global	Art and Culture	https://www.standard.co.uk/go/london/music/nme-closes-print-edition-25-iconic-covers-through-the-years-a3784026.html	www.standard.co.uk	2018-03-09
Global	Law and Crime	https://www.nytimes.com/2018/03/20/us/austin-bomb-san-antonio-fedex.html	www.nytimes.com	2018-03-20
Global	Disaster and Accidents	https://www.theverge.com/2018/3/27/17168606/nvidia-suspends-self-driving-test-uber	www.theverge.com	2018-03-27
Global	Politics	http://www.dw.com/en/poland-president-andrzej-duda-vetoes-bill-demoting-communist-era-officers/a-43200708	www.dw.com	2018-03-30
Global	Science and Technology	http://www.techtimes.com/articles/224994/20180412/attractive-species-more-likely-to-go-extinct-study.htm	www.techtimes.com	2018-04-12
Global	Law and Crime	https://www.voanews.com/a/myanmar-president-grants-amnesty/4351503.html	www.voanews.com	2018-04-17
Global	Politics	https://www.nbcnews.com/news/us-news/hundreds-school-walkouts-planned-friday-n867726; http://people.com/crime/national-walkout-day-anniversary-columbine-massacre-protest-gun-violence/	www.nbcnews.com; www.people.com	2018-04-20
Global	International Relations	http://abcnews.go.com/International/wireStory/thailand-host-trump-kim-summit-54685658	www.abcnews.go.com	2018-04-24
Global	Conflicts and Attacks	https://www.bbc.com/news/world-latin-america-43999237	www.bbc.com	2018-05-03
Global	Environment	https://www.theguardian.com/world/2018/may/08/drc-confirms-two-cases-of-ebola-in-north-western-town	www.theguardian.com	2018-05-08
Global	Politics	https://www.bloomberg.com/news/articles/2018-05-27/italy-s-president-vetoes-candidacy-of-euroskeptic-savona	www.bloomberg.com	2018-05-27
Global	Sport	https://amp.detroitnews.com/amp/35708621	www.amp.detroitnews.com	2018-06-04
Global	Art and Culture	https://deadline.com/2018/06/john-lassteter-leaving-disney-end-of-2018-1202406682/	www.deadline.com	2018-06-08
Global	Sport	https://www.nytimes.com/2018/06/08/sports/nba-finals-warriors-cavs.html?emc=edit_na_20180608&nl=breaking-news&nlid=80824687ing-news&ref=cta	www.nytimes.com	2018-06-08
Global	Environment	https://www.bbc.com/news/world-europe-44452399	www.bbc.com	2018-06-12
Global	Law and Crime	https://www.reuters.com/article/us-usa-julyfourth-security/fbi-says-arrests-man-who-planned-to-bomb-cleveland-july-4-event-idUSKBN1JS1DJ	www.reuters.com	2018-07-02
Global	International Relations	https://www.cbc.ca/news/world/ethiopia-eritrea-restore-diplomatic-relations-1.4738578	www.cbc.ca	2018-07-08
Global	Politics	https://www.bbc.co.uk/news/uk-politics-44761056	www.bbc.co.uk	2018-07-08
Global	Disaster and Accidents	https://abcnews.go.com/International/rescue-effort-restarts-final-boys-coach-trapped-cave/story?id=56450198	www.abcnews.go.com	2018-07-09
Global	Politics	http://time.com/5332944/iran-arrest-teenage-dancer-maedeh-hojabri/	www.time.com	2018-07-09
Global	Environment	http://www.cbc.ca/news/canada/montreal/heat-wave-death-toll-1.4740031	www.cbc.ca	2018-07-10
Global	Sport	https://www.nytimes.com/2018/07/10/sports/world-cup/france-vs-belgium.html	www.nytimes.com	2018-07-10
Global	Science and Technology	https://m.tribuneindia.com/article/nasa-s-juno-data-points-to-new-volcano-on-jupiter-moon-io/620497/amp	www.m.tribuneindia.com	2018-07-14
Global	Law and Crime	https://www.washingtonpost.com/entertainment/iran-arrests-46-in-fresh-crackdowns-on-instagram-models/2018/07/16/28ae7740-8912-11e8-9d59-dccc2c0cabcf_story.html	www.washingtonpost.com	2018-07-16
Global	Business and Economy	https://www.bizjournals.com/sacramento/news/2018/07/24/white-house-sending-12-billion-bailout-to-farmers.html	www.bizjournals.com	2018-07-24
Global	Environment	https://www.bbc.com/news/science-environment-45058971	www.bbc.com	2018-08-04
Global	Science and Technology	https://www.bbc.com/news/science-environment-45160722	www.bbc.com	2018-08-12
Global	Art and Culture	https://www.bbc.co.uk/news/world-europe-45229235	www.bbc.co.uk	2018-08-18
Global	Sport	http://www.espn.com/espnw/sports/article/24434159/china-liu-xiang-breaks-50-meter-backstroke-world-record-asian-games; https://in.reuters.com/article/games-asia-swimming-record/asian-games-chinas-liu-swims-world-record-time-to-win-50m-backstroke-gold-idINKCN1L6121	www.espn.com; www.in.reuters.com	2018-08-21
Global	Art and Culture	https://www.independent.co.uk/news/world/europe/general-franco-valley-fallen-spain-body-exhumed-fascist-dictator-a8506541.html	www.independent.co.uk	2018-08-24
Global	Business and Economy	https://www.npr.org/2018/08/25/641803323/tesla-to-remain-public-elon-musk-says	www.npr.org	2018-08-24
Global	Disaster and Accidents	https://www.dw.com/en/iran-earthquake-injures-hundreds-fatalities-reported/a-45230105	www.dw.com	2018-08-26
Global	Law and Crime	https://www.bbc.com/news/uk-45452146	www.bbc.com	2018-09-07
Global	Environment	https://www.reuters.com/article/us-southkorea-health-mers/south-korean-man-infected-by-mers-virus-first-case-in-three-years-idUSKCN1LO0EU	www.reuters.com	2018-09-08
Global	Politics	http://www.kurdistan24.net/en/news/423a2c65-03ff-410c-abdf-ef8793720642	www.kurdistan24.net	2018-09-12
Global	Art and Culture	https://edition.cnn.com/2018/09/22/europe/portugal-shipwreck-discovered/index.html	www.edition.cnn.com	2018-09-22
Global	Art and Culture	https://www.bbc.com/news/entertainment-arts-45809109; https://news.sky.com/story/taylor-swift-beats-whitney-houstons-american-music-awards-record-and-urges-fans-to-vote-11522562	www.bbc.com; www.news.sky.com	2018-10-09
Global	Science and Technology	https://phys.org/news/2018-10-boy-world-life-long-space-buff.html; https://www.cbc.ca/news/canada/london/exoplanet-western-university-159d-1.4859678	www.phys.org; www.cbc.ca	2018-10-11
Global	Business and Economy	https://www.bbc.com/news/business-45897567	www.bbc.com	2018-10-18
Global	Law and Crime	https://www.nytimes.com/aponline/2018/10/26/world/europe/ap-eu-germany-rape-arrests.html	www.nytimes.com	2018-10-26
Global	Environment	https://www.bbc.com/news/health-46017789	www.bbc.com	2018-10-30
Global	International Relations	https://www.reuters.com/article/us-saudi-khashoggi-denmark/denmark-suspends-weapon-export-approvals-to-saudi-over-khashoggi-yemen-idUSKCN1NR0G6	www.reuters.com	2018-11-22
Global	Sport	https://www.bbc.co.uk/sport/football/46421656	www.bbc.co.uk	2018-12-02
Global	Business and Economy	https://www.reuters.com/article/us-sweden-cenbank-cashless/riksbank-predicts-sweden-will-be-cashless-within-five-years-idUSKBN1O327W	www.reuters.com	2018-12-05
Global	Environment	https://www.cbc.ca/news/world/beavers-italy-return-500-years-1.4938739	www.cbc.ca	2018-12-09
Global	Law and Crime	https://www.wsj.com/articles/carlos-ghosn-re-arrested-on-suspicion-of-shifting-personal-losses-to-nissan-11545360451	www.wsj.com	2018-12-21
Global	Art and Culture	https://www.bbc.com/news/world-us-canada-46687909; https://www.washingtonpost.com/politics/trump-visits-us-troops-in-iraq-for-first-trip-to-a-conflict-zone/2018/12/26/d3f7d272-055e-11e9-b5df-5d3874f1ac36_story.html?utm_term=.013e2c844d37	www.bbc.com; www.washingtonpost.com	2018-12-26
Global	Art and Culture	https://www.bbc.com/news/uk-england-hereford-worcester-46709412	www.bbc.com	2018-12-28
Global	International Relations	https://www.reuters.com/video/2019/01/15/north-korean-officials-may-visit-us-this?videoId=503733548&videoChannel=117760&channelName=World+News; https://www.aljazeera.com/news/2019/01/north-korea-hold-talks-week-nuclear-impasse-190115055218069.html	www.reuters.com; www.aljazeera.com	2019-01-15
Global	Disaster and Accidents	https://www.channelnewsasia.com/news/asia/death-toll-from-indonesia-floods--landslides-climbs-to-68-11170298	www.channelnewsasia.com	2019-01-26
Global	Business and Economy	https://www.reuters.com/article/us-pg-e-us-bankruptcy/pge-owner-of-biggest-u-s-power-utility-files-for-bankruptcy-idUSKCN1PN0PX; https://www.cbsnews.com/news/pg-e-bankruptcy-californias-biggest-utility-wildfires-liability-camp-fire/	www.reuters.com; www.cbsnews.com	2019-01-29
Global	Science and Technology	https://edition.cnn.com/2019/01/28/tech/apple-face-time-bug/index.html	www.edition.cnn.com	2019-01-29
Global	Art and Culture	https://www.bbc.com/news/technology-47098021	www.bbc.com	2019-02-01
Global	Conflicts and Attacks	https://www.cnn.com/2019/02/04/africa/mogadishu-car-bomb-intl/index.html	www.cnn.com	2019-02-04
Global	Disaster and Accidents	https://www.stuff.co.nz/national/110400124/live-large-forest-fire-in-nelson-intensifies	www.stuff.co.nz	2019-02-05
Global	Science and Technology	https://edition.cnn.com/2019/02/07/world/nasa-mars-insight-marco-satellites/index.html	www.edition.cnn.com	2019-02-07
Global	Disaster and Accidents	https://www.nytimes.com/2019/02/26/nyregion/lirr-train-collision-accident.html	www.nytimes.com	2019-02-26
Global	Law and Crime	https://nypost.com/2019/03/07/ex-cuomo-aide-joseph-percoco-ordered-to-report-to-prison-by-next-week/; https://www.nydailynews.com/new-york/ny-metro-percoco-appeal-20190307-story.html	www.nypost.com; www.nydailynews.com	2019-03-07
Global	Conflicts and Attacks	https://www.reuters.com/article/us-mideast-crisis-islamic-state/islamic-state-enclave-pounded-in-u-s-backed-assault-idUSKBN1QS1I3?il=0; https://www.aljazeera.com/news/2019/03/backed-syrian-forces-resume-attacks-final-isil-enclave-190310180555338.html	www.reuters.com; www.aljazeera.com	2019-03-11
Global	Politics	https://www.thenational.ae/world/asia/kazakhstan-new-president-sworn-in-renames-capital-city-after-former-leader-1.839522	www.thenational.ae	2019-03-20
Global	Sport	https://www.mlb.com/news/elvis-luciano-first-mlb-player-born-in-2000s	www.mlb.com	2019-03-31
Global	Science and Technology	https://www.thespec.com/news-story/9272303-astronaut-david-saint-jacques-first-canadian-to-perform-spacewalk-in-12-years/; https://www.cbc.ca/news/technology/david-saint-jacques-first-spacewalk-1.5088545	www.thespec.com; www.cbc.ca	2019-04-08
Global	Business and Economy	https://www.theguardian.com/business/2019/apr/09/debenhams-is-taken-over-by-lenders-mike-ashley-loses-sta	www.theguardian.com	2019-04-09
Global	Environment	http://3g.k.sohu.com/t/n357600181?showType=&sf_a=weixin	www.3g.k.sohu.com	2019-04-13
Global	Law and Crime	https://www.news.com.au/news/national/multiple-people-shot-outside-nightclub-in-melbourne/news-story/a4f520def2f0f9dfba6b26f1c46c58c5	www.news.com.au	2019-04-14
Global	Sport	https://myfox8.com/2019/04/14/tiger-woods-wins-masters-first-major-win-since-2008/; https://www.nytimes.com/2019/04/14/sports/tiger-woods-wins-masters.html	www.myfox8.com; www.nytimes.com	2019-04-14
Global	Business and Economy	https://www.cnn.com/2019/04/17/tech/tiktok-ban-india/index.html	www.cnn.com	2019-04-16
Global	Law and Crime	https://www.reuters.com/article/us-texas-execution/white-supremacist-executed-in-texas-for-dragging-death-of-black-man-idUSKCN1S01BY	www.reuters.com	2019-04-24
Global	Environment	https://www.radionz.co.nz/international/pacific-news/388941/solomon-islands-to-refloat-ship-after-oil-spill	www.radionz.co.nz	2019-05-11
Global	International Relations	https://www.dw.com/en/germany-suspends-iraq-training-mission-as-us-pulls-out-diplomatic-staff/a-48745596; https://www.reuters.com/article/us-netherlands-iraq-security/netherlands-suspends-government-mission-in-iraq-over-security-threat-anp-agency-idUSKCN1SL1LR	www.dw.com; www.reuters.com	2019-05-15
Global	Art and Culture	https://www.reuters.com/article/us-pope-romania/pope-urges-ethnic-hungarians-romanians-to-put-troubles-behind-them-idUSKCN1T2306	www.reuters.com	2019-06-01
Global	Conflicts and Attacks	https://www.theguardian.com/world/2019/jun/02/ten-killed-in-israeli-airstrikes-in-syria-in-reply-to-rocket-attack	www.theguardian.com	2019-06-02
Global	Law and Crime	https://www.cnn.com/2019/06/20/us/riviera-beach-to-pay-hacker/index.html	www.cnn.com	2019-06-20
Global	International Relations	https://japantoday.com/category/national/russian-bombers-violate-japanese-airspace-prompt-asdf-scramble	www.japantoday.com	2019-06-21
Global	International Relations	https://www.nbcwashington.com/news/local/USIran-Tensions-Trigger-Protests-in-DC_Washington-DC-511646082.html	www.nbcwashington.com	2019-06-21
Global	Art and Culture	https://www.japantimes.co.jp/news/2019/06/24/world/social-issues-world/nazi-branded-gay-prisoners-remembered-buchenwald-camp-site/	www.japantimes.co.jp	2019-06-23
Global	Business and Economy	https://www.reuters.com/article/us-southkorea-japan-laborers/japan-to-tighten-export-rules-for-high-tech-materials-to-south-korea-media-idUSKCN1TV089	www.reuters.com	2019-07-01
Global	Art and Culture	https://www.cnn.com/2019/07/04/politics/salute-to-america-july-4th-event/index.html; https://www.nbcnews.com/politics/donald-trump/trump-delivers-remarks-military-style-salute-america-event-n1026656	www.cnn.com; www.nbcnews.com	2019-07-04
Global	International Relations	http://www.el-nacional.com/noticias/mundo/grupo-lima-uso-fuerza-venezuela-sera-cuando-requiera_289639	www.el-nacional.com	2019-07-23
Global	Disaster and Accidents	https://www.japantimes.co.jp/news/2019/08/06/national/57-dead-18000-taken-hospitals-one-week-amid-japan-heat-wave	www.japantimes.co.jp	2019-08-07
Global	Environment	https://gulfnews.com/world/asia/philippines/622-dengue-deaths-philippines-declares-national-epidemic-1.1565092318918	www.gulfnews.com	2019-08-08
Global	Environment	https://www.latimes.com/business/story/2019-08-14/california-bans-pesticide-defying-trump-epa	www.latimes.com	2019-08-14
Global	Business and Economy	https://www.cnn.com/2019/09/05/business/walgreens-open-carry/index.html	www.cnn.com	2019-09-05
Global	Politics	https://techcrunch.com/2019/09/10/gig-worker-bill-ab-5-passes-in-california/; https://theweek.com/speedreads/864127/california-legislators-pass-bill-that-reclassifies-contractors-employees	www.techcrunch.com; www.theweek.com	2019-09-10
Global	Conflicts and Attacks	https://www.cnbc.com/2019/09/15/trump-says-us-is-locked-and-loaded-after-attack-on-saudi-oil-supply.html	www.cnbc.com	2019-09-15
Global	Environment	https://www.theguardian.com/cities/gallery/2019/sep/22/world-car-free-day-2019-in-pictures	www.theguardian.com	2019-09-22
Global	Environment	https://www.france24.com/en/20190923-dr-congo-msf-doctors-without-borders-accuses-who-rationing-ebola-vaccine	www.france24.com	2019-09-23
Global	International Relations	https://www.japantimes.co.jp/news/2019/09/27/national/politics-diplomacy/although-pressing-disputes-remain-unresolved-japan-south-korea-agree-continue-dialogue/; https://www.bloomberg.com/news/articles/2019-09-27/south-korea-s-kang-says-big-disagreements-with-japan-persist	www.japantimes.co.jp; www.bloomberg.com	2019-09-26
Global	Environment	https://www.nytimes.com/2019/10/10/health/vaping-illnesses-cdc.html	www.nytimes.com	2019-10-10
Global	Sport	https://www.aljazeera.com/news/2019/10/iranian-women-attend-football-match-40-years-191010160637819.html	www.aljazeera.com	2019-10-10
